userName,content,score,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
PSM NevermoreRikimaru,"Parah ni aplikasi. Saya pesan hotel lewat aplikasi ini, sudah bayar sampai hotel bilang tidak masuk orderannya. Saya telp call Centre selalu sibuk padahal weekend dan diputer2 suruh pencet no ext lain. Saya WA lama bales. Saya chat instagram lama respon. GAK USAH PESEN PAKAI APLIKASI INI. NYUSAHIN. DZOLIM",3,,2022-10-04 05:05:33,"Hai sobat tiket,Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan.Bisa kamu informasikan Order ID dan alamat email pemesanan kamu kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”.Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih😊by:PY

",2022-10-04 05:01:06,
Lalu Muhamad,Sering Gagal saat transaksi,5,4.43.1,2022-10-04 01:57:09,,,4.43.1
dian fw,Mantap,5,4.43.1,2022-10-03 19:37:58,,,4.43.1
Muhammad Rafli,KEREN,5,4.43.1,2022-10-03 19:36:31,,,4.43.1
Winata Ata,Ok,5,,2022-10-03 18:10:02,,,
Ahmad Prilly Harimurti,Tidak bisa refund . Padahal sudah dibayar . Susah pesan kamar tapi ketika sampai penginapan kamar sudah terisi . Pelanggan kecewa .,1,,2022-10-03 17:15:05,"Hai Ahmad, Mohon maaf atas ketidaknyamanannya. Sesuai informasi tim terkait kami dan sudah diinformasikan melalui email bahwa informasi dari partner properti dapat mengakomodasi dan tidak ada kendala kamar penuh ya dan maaf sobat untuk pembatalan/pengembalian dana tidak dapat dilanjutkan. Terima kasih 😊 by : PY


",2022-10-04 04:13:47,
Muhamad Yusuf,"So far,solusi yg ditawarkan setiap saya ada masalah selalu berhasil.. Good job customer care team..",5,4.43.1,2022-10-03 12:57:42,,,4.43.1
Buyung Axl,"Kenapa tiket paylater sama yang tadinya AKTIF, Menjadi NON AKTIF ??",2,4.43.1,2022-10-03 10:59:43,"Hai sobat tiket, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : NH",2022-10-09 07:03:53,4.43.1
Bimbing Birong,"Tiket ku paling murah untuk bertamasya Kemana aja ,beli dong biar egk susah untuk tamasya",1,,2022-10-03 04:12:45,"Hai sobat tiket, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : NH",2022-10-09 06:16:08,
Ahay Loss,Bagus,5,4.43.1,2022-10-02 21:14:02,,,4.43.1
Nabira Nabira,Sanagat memuaskan,5,3.31.1,2022-10-02 07:10:38,,,3.31.1
Gak Tau,Semoga makin lebih memudahkan pengguna aplikasi ini,5,,2022-10-02 05:15:32,,,
Ryan Tan,"Kapok, terbit e tiket nya lama",3,,2022-10-02 04:56:51,"Hai Ryan, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : NH",2022-10-09 07:08:12,
Lim Yohanes,"Ketika pesan tiket kenapa yang hanya motor di cantumkan, padahal udah pesan tiket 2 orang untuk masuk wahana dufan, sungguh kecewa pake e tiket 👎",1,,2022-10-02 04:41:01,"Hai Lim, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2022-10-04 04:24:21,
Ananda Anjas,Garansi termurah nya hoax,1,4.43.1,2022-10-02 03:05:31,"Hai Ananda, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya. Untuk alasan pengajuan Jaminan Harga Termurah kamu ditolak sdh dijelaskan tim terkait kami. Pengajuan kamu tidak sesuai dgn syarat dan ketentuan yg berlaku. Selengkapnya tentang JHT bisa kamu cek ya : tiket.com/info/jaminan-harga-termurah Terima kasih 😊 by : NH",2022-10-09 06:27:43,4.43.1
Tom Yoon,"Pelayanannya sangat buruk dan lambat, saya sudah menunggu 15 hari lebih untuk refund tiket saya untuk dua bulan kedepan . Tapi, di lempar tanggung jawab ke maskapai dan maskapai juga bilang harus ke pihak ke3 atau travel. Dan tiket di app ketika dibuka 12x lipat beda harga . Tolong uang refund saya di kembalikan. CS di WhatsApp selalu berbelit-belit.",1,4.43.1,2022-10-02 02:33:22,"Hai Tom, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Bisa kamu informasikan Order ID dan alamat email pemesanan kamu kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2022-10-04 04:36:35,4.43.1
Ara Tiara,Parahhh proses nya.... Bertele tele... Jgn pakai aplikasi ini . Pakai pegi pegi aja,1,4.43.1,2022-10-01 19:14:53,"Hai Tiara, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2022-10-04 04:44:14,4.43.1
Zadiyah Wara,"Booking hotel dari pagi sudah di bayar lunas , sampai hotel mau check in pesanan saya ga masuk akirnya tdk bsa check in . Slow respon bgt . Akan di tangani akan ditangani malah lama . Di tlf gabsa . Jangan download dan gunakan aplikasi ini . Refund ketentuannya juga gabisa. Rugi bgt .",1,4.20.1,2022-10-01 07:32:57,"Hai Zadiyah, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya. Untuk kendala yang kamu alami pada pemesanan hotel, saat ini sudah dibantu konfirmasi oleh tim kami via email sehingga kamu bisa check in pada pemesanan hotelnya. Mohon melakukan pengecekan kembali. Semoga kendalanya tidak terulang lagi ya. Terima kasih 😊 by:NH",2022-10-09 06:13:20,4.20.1
Abdul Muhammad,"Buat aplikasi sesuai dengan ketentuan hotelnya, anda risearch dulu, bagaimana semua ketentuan hotel? Kalau anda dari pihak aplikasi tidak bisa bertanggungjawab atas apa yang di cantumkan oleh tamu, tapi ditolak dari pihak hotel?",1,,2022-10-01 06:26:09,"Hai Abdul, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : NH",2022-10-09 06:20:02,
ini Martal,4 aj,4,4.43.1,2022-10-01 05:32:08,"Hai sobat tiket, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya. Untuk saat ini pemesanan tiket event tidak ada kendala ya. Silakan kamu coba kembali. Jika kamu masih terkendala, bisa ceritakan detailnya via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-10-01 05:30:25,4.43.1
Nadila Anggraini,"Sangat buruk, proses refund lebih dari satu bulan, ditanya akan membantu secepatnya dan akan di email tapi email yg masuk hanyak email promosi.",1,4.43.1,2022-10-01 01:40:56,"Hai Nadila, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Kami telah terima pengajuan refundnya dan saat ini refund kamu masih dalam proses tim terkait kami ke pihak maskapai. Mohon menunggu proses refund yang sedang berjalan. Terima kasih 😊 by : NH",2022-10-01 07:26:10,4.43.1
Bukan Gamer,"Tdk bisa booking, hrs mengisi kolom email tp kolomnya di klik ga bisa. Tolong di perbaiki",1,4.43.1,2022-09-30 23:29:46,"Hai sobat tiket, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-10-01 07:20:51,4.43.1
gree lumout,Mulus,5,4.32.1,2022-09-30 11:21:46,,,4.32.1
Imam Muttaqin,Sangat membantu dan dipermudah,5,4.42.0,2022-09-30 04:56:29,,,4.42.0
Agus Gempa,Ok.,5,4.43.1,2022-09-30 04:17:04,,,4.43.1
Rahman,Aplikasi yang sangat membantu tidak harus nunggu antrian untuk mendapatkan tiket,2,4.43.1,2022-09-30 03:56:50,"Hai Rahman, Terima kasih telah menggunakan aplikasi tiket.com sebagai partner perjalanan kamu. Jika kamu puas dengan pelayanan tiket.com, boleh dong untuk bintang 5 nya. Kami tunggu tambahan ratingnya. Semoga kamu terus menjadi pelanggan setia tiket.com. Terima kasih 😊 by : NH",2022-10-01 06:49:51,4.43.1
Fahmi azhari,Good,5,4.43.1,2022-09-30 02:25:14,,,4.43.1
Dewii Dewiii,"Dari apk Dana saya ke tarik pembayaran 3x ,padahal saya tidak pesan apa2,tidak ada penanggung jawaban",1,,2022-09-30 02:18:02,"Hai Dewi, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-10-01 06:46:58,
Fauzi Wafdolloh,"Saat melakukan pemesanan, disuruh ngisi email, tapi tidak bisa diklik & tidak bisa diisi emailnya..?",2,,2022-09-30 00:04:07,"Hai Fauzi, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-10-01 04:34:05,
Fikri Firdaus,Sepertinya ini akan jadi yang terbaik,5,4.43.1,2022-09-29 22:29:43,,,4.43.1
Septian Dwicahyaseptian,Bagus,5,4.42.0,2022-09-29 14:25:26,,,4.42.0
Alegi selvy,Keren,5,4.43.1,2022-09-29 06:22:31,,,4.43.1
Firman,Nice,5,4.42.0,2022-09-29 05:50:15,,,4.42.0
Ho Septian,Terima kasih buat proses refund yang sangat cepat,5,3.2.2,2022-09-29 01:43:58,,,3.2.2
nyozz 83,Mantap,5,4.43.1,2022-09-28 20:29:45,,,4.43.1
Yanti Meiza,Kenapa tiket pay later saya di non aktifkan ..padahal saya bayar tepat waktu ...,2,4.43.1,2022-09-28 19:48:37,"Hai Yanti, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Untuk kendala yang kamu alami pada limit Paylaternya, saat ini sudah dibantu konfirmasikan oleh tim terkait kami via email terdaftar ya. Mohon melakukan pengecekan kembali ya. Terima kasih 😊 by : NH",2022-10-01 04:24:54,4.43.1
Askar Askar,"Aplikasi sangat membantu dan sangat luar biasa, dan soal harhga tiket apun itu dijamin sangat murah, transaksi aman dan terpercaya",5,4.42.0,2022-09-28 14:01:26,,,4.42.0
Aidil Fatahillah,"Klo ga siap jual Tiket Dewa Live JIS jgn jual ,di klik susah ,proses lama ujung² gagal.",2,4.42.0,2022-09-28 13:34:38,"Hai Aidil, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya. Untuk ketersediaan tiket event mengacu yg ada di aplikasi/website tiket.com. Kamu bisa ceritakan detail kendalanya via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-10-01 04:16:08,4.42.0
Brian Awiruddin,"Menurut saya, untuk app yang satu ini masih kalah dengan app sebelah. Saya menginstal app ini karena ada promonya saja, selebihnya tidak. App ini juga terafiliasi dengan pemerintah terkait pemesan tiket MBKM. Perlu ditingkatkan lagi app nya!",4,4.42.0,2022-09-28 13:07:55,,,4.42.0
aprilia gusti,"Belum semenit buka aplikasi udah ada tulisan sesi anda sudah selesai, harap mulai dari awal lagi, bolak balik gitu aja😂",1,4.43.1,2022-09-28 12:34:49,"Hai Aprilia, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-10-01 05:10:30,4.43.1
Derry Lutfiansyah,"Rebutan beli tiket aplikasi Gangguan terus, klo belum siap jangan jualan tiket, jual cireng aja Aplikasi error log out otomatis, Gembel",1,4.43.1,2022-09-28 12:29:38,"Hi Derry, We apologize for the inconvenience and thank you for taking the time to leave a review. Please tell us the details of your experience through our 24-hour Customer Care via Email: cs@tiket.com with the subject: “Konfirmasi Review App”. We will be happy to help you. Thank you 😊 by : NH",2022-10-01 05:44:08,4.43.1
Adi Sanjaya,Payah,1,,2022-09-28 12:28:32,"Hai Adi, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-10-01 05:12:56,
yanuar trisna ardhi,Tiba tiba keluar sendiri,2,4.43.1,2022-09-28 12:26:39,"Hai Yanuar, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-10-01 04:21:47,4.43.1
Achmad Hanif,"Mau pesan tiket kereta error mulu, perbaikan ga selesai selesai",1,4.43.1,2022-09-28 02:37:28,"Hai Achmad, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-10-01 04:37:10,4.43.1
Cepi Budyanto,Suasta,5,4.43.1,2022-09-27 21:34:12,,,4.43.1
Jadiaman Manik,Mantaf,5,4.43.1,2022-09-27 13:46:54,,,4.43.1
Dasmanta Putra,Goodd,4,4.40.0,2022-09-27 12:19:31,,,4.40.0
dk dm,Saya pesan tiket... Batal pemesanan Hanya mau di kembalikan 10% dari harga tiket...,1,,2022-09-27 11:12:41,"Hai sobat tiket, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-10-01 04:11:35,
kevin Ash,Iklan ya ganggu lagi main game bitang satu lah karena menggangu orang main,1,4.43.1,2022-09-27 06:20:25,"Hai Kevin, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan sangat berharga bagi kami untuk lebih baik lagi dalam tampilan iklannya ya. Mohon untuk isi tautan berikut ya : go.tiket.com/feedback Semoga sehat selalu ya. Terima kasih 😊 by : NH",2022-09-27 07:34:41,4.43.1
icaL,spam iklan,1,,2022-09-27 00:23:47,"Hai Ical, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan sangat berharga bagi kami untuk lebih baik lagi dalam tampilan iklannya ya. Mohon untuk isi tautan berikut ya : go.tiket.com/feedback Semoga sehat selalu ya. Terima kasih 😊 by : NH",2022-09-27 07:31:57,
Pandu Indonesia14,Membantu,5,4.33.0,2022-09-26 14:50:31,,,4.33.0
Agan Ganna,"Saya beli tiket Timnas pas hari H .ternyata pas hari H tidak bisa tukar gelang untuk masuk ,tiket sudah saya bayar ,jadi gak bisa masuk ,harus nya pas hari H nya penjualan tiket di tutup ,saya sudah jauh2 ke bdg",1,4.42.0,2022-09-26 06:11:20,"Hai Agan, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : NH",2022-09-27 07:10:28,4.42.0
Midun Chaniago,Ok,5,4.43.1,2022-09-26 02:09:44,,,4.43.1
Arfn Inst,Ini gimana mau ganti data nomer hp yang sudah lama hilang ko sudah pelaporan ga ada konfirmasi untuk masalah pergantian no hp nya yah,3,4.42.0,2022-09-26 00:28:29,"Hai sobat tiket, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu infokan nomor pelaporannya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : NH",2022-09-27 07:25:52,4.42.0
Warok Pku,Terlalu banyak iklan muncul sangat mengganggu ancok jgn munculkan iklan lg aplikasi ini sangat menggangu bentar bentar iklan bikin muak sebel su asu,1,,2022-09-25 23:42:33,"Hai sobat tiket, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan sangat berharga bagi kami untuk lebih baik lagi dalam tampilan iklannya ya. Mohon untuk isi tautan berikut ya : go.tiket.com/feedback Semoga sehat selalu ya. Terima kasih 😊 by : NH",2022-09-27 07:13:24,
Miftahul Huda,Good lah,5,4.43.1,2022-09-25 18:50:32,,,4.43.1
Pipo Popi,"Terlalu ribet, refund dana menunggu 14 hari kerja, aplikasi sebelah hanya 5 hari. Dan banyak pihak hotel sudah memutuskan kerja samanya,tapi tetap dipasang di aplikasi👎",1,4.42.0,2022-09-25 16:48:02,"Hai sobat tiket, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : NH",2022-09-27 06:55:52,4.42.0
Haerul tamim,Tiket Timnas ko ilang???,1,4.43.1,2022-09-25 13:03:36,"Hai Haerul, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Untuk ketersediaan tiket mengikuti yang ada di aplikas/website tiket.com ya. Jika sudah tidak tersedia, kemungkinan tiketnya sudah habis terjual. Semoga infonya membantu ya. Terima kasih 😊 by : NH",2022-09-27 07:02:58,4.43.1
Erick Sunda,Di tolak mulu,1,4.42.0,2022-09-25 05:27:30,"Hai Erick, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-09-25 06:19:29,4.42.0
Didi Suprianto,Mantap mau nonton Indonesia di pakansari,5,,2022-09-25 04:58:03,,,
Mughni Boyd,Tolong kok pas pembayaran malah ngga muncul metode pembayaranya padahal saya mau bayarr,1,4.43.1,2022-09-25 03:07:00,"Hai Mughni, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by :NH",2022-09-25 06:16:27,4.43.1
Aiez Aicye,Email promo terus. Ga kaya yg lain Berhenti langganan susah dan ini harus log in dulu.,1,,2022-09-25 01:17:43,"Hai sobat tiket, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya. Jika kamu terkendala berhenti langganan email promo, boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-09-25 05:52:49,
Kumara Nanda,Masak kok eror sedang pebaikan mlu mau pesen tiket kereta keburu tiketnya habis hdeh kacau,1,4.42.0,2022-09-25 00:52:22,"Hai Kumara, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by :NH",2022-09-25 06:13:23,4.42.0
Dira Andira,Ruwet....d aplikasi tersedia.sudah d bayar ternyata tidak tersedia....dan dana pengembalian tidak.langsung...tunggu maximal 14 hari,1,4.42.0,2022-09-24 19:13:09,"Hai Dira, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-09-25 05:49:19,4.42.0
sigit pamungkas,"Daftar paylater susah, jadi langsung uninstall deh, beda sama aplikasi biru sebelah lebih gampang daftarnya,langsung Acc",1,,2022-09-24 12:40:02,"Hai Sigit, Kami memahami kendala yg kamu alami. Mohon maaf atas ketidaknyamanannya. Untuk pengajuan Paylater memiliki syarat & ketentuan yg berlaku. Pastikan pengajuan kamu sudah sesuai dgn syarat dan ketentuan yg berlaku dan cek lengkapnya pada tautan berikut : tiket.com/info/paylater Silakan mencoba kembali pengajuannya ya. Terima kasih 😊 by :NH",2022-09-25 05:44:09,
Endang Setiawati,Prediksi ke usa,5,,2022-09-24 06:29:48,,,
eka meiliza,Bagus sekali...,5,4.31.2,2022-09-24 00:39:24,,,4.31.2
MUSLIHUDIN,Untuk liburan,5,,2022-09-24 00:18:39,,,
Muhammad Abeto,Parah banget nih aplikasi. Buat ASN yg mau pesan2 disini sebaiknya ga usah. Karena sekedar minta dirubah dikit saja invoice agar memudahkan dalam SPJ tidak bisa. Padahal perubahannya tidak untuk memanipulasi hanya untuk diperjelas saja diinvoicenya. Parah dah.,1,,2022-09-23 23:50:17,"Hai Muhammad, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Untuk setiap invoice dari pemesanan tiket tidak bisa diubah ya dikarenakan terbit secara sistem sesuai dengan pembayaran yang kamu lakukan setiap satu kali pemesanan. Terima kasih 😊 by : NH",2022-09-25 05:37:24,
Nii Aureliashrdmn,"Maaf di rubah penilaiannya, apk ini sgt bgus juga recommended utk smua tiket serba murah dbnding lain, tapi kendalanya buat check in online selalu tidak bisa atau tidak tersedia, tidak tau kenapa begitu sya hrap bisa di perbaiki lgi errornya.",4,4.42.0,2022-09-23 23:39:23,,,4.42.0
Iqbal Lulhadi,Bagus,5,4.42.0,2022-09-23 13:11:32,,,4.42.0
Fitri Choiruddin,"Sering tdk konek kalo bayar pake ovo atau link aja, dan harus isi data lagi.. Diulang lagi.. Belum nyaman pake aplikasinya",2,4.42.0,2022-09-23 11:25:33,"Hai Fitri, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-09-25 05:09:59,4.42.0
Randi yohanis kristian Neno,"Aplikasi bagus dan ada fitur payleaternya, semoga di acc payleaternya",5,4.42.0,2022-09-23 11:22:09,,,4.42.0
KhiRizky,Ga bisa searching kocak,1,4.42.0,2022-09-23 09:19:55,"Hai sobat tiket, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-09-25 04:09:13,4.42.0
Randy Ermawan,Mantap,5,,2022-09-23 08:29:07,,,
Manu 123,Udh bayar ke Indomaret untuk pemesanan tiket timnas vs coracao tapi mahal gak ada notip e tiket nya aduh Nanya ke pihak costumer malah di ribet ribet hangus dh uang nya,1,4.42.0,2022-09-23 06:25:01,"Hai sobat tiket, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-09-25 05:06:19,4.42.0
US CV,"Tidak praktis, saya pesan kamar hotel banyak utk bulan yg akan datang menghindari kondisi peak season, saya blm tahu nama tamu saya, jadinya tdk bisa pesan, Batal",1,4.42.0,2022-09-23 04:26:33,"Hai sobat tiket, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya. Untuk pesan tiket hotel, kamu harus inputkan nama tamu yang akan checkin sehingga tidak bisa dikosongkan ya. Selengkapnya bisa cek tautan berikut ya : tiket.com/help-center/hotel/pesan-tiket-hotel/pesan-tiket-hotel/pesan-hotel Terima kasih 😊 by : NH",2022-09-25 04:53:04,4.42.0
Dwi Arief Setya Pambudi,CS Slow respon! Begitukah cara melayani customer?,1,4.42.0,2022-09-23 04:22:33,"Hai Dwi, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-09-25 05:02:31,4.42.0
Pipit Putri,Prediksi jaya jaya jaya,5,4.42.0,2022-09-23 03:00:01,,,4.42.0
