Unnamed: 0,FINAL_FIX,sentiment,confidence,label
994,mudah semua perlu akomodasi transportasi,0,0.9996294975280762,Negative
995,halaman awal selalu jadi masalah,0,0.9999141693115234,Negative
996,baik beri tiket diskon costomer,1,0.999717891216278,Positive
997,bagaiamana mw bayar tagih kalau buka pay later dsuruh daftar tp sms tagih angsur trus bagaiamaa mw bayar ampun,0,0.999886989593506,Negative
998,jangan lupa update beli po bus malam rosalia indah juragan,1,0.9996695518493652,Positive
999,waw sangat bagus semua nya jalan lancar akurat terima kasih,1,0.9466382265090942,Positive
1000,knp sich saldo uang gk tarik no rekening lgi coba donk tari lgi,0,0.9999016523361206,Negative
1001,mo mana skr gampang asal buka aplikasi skr sdh paylaternya,1,0.7426443099975586,Positive
1002,sangat bantu libur lebih mudah,1,0.9990965127944946,Positive
1003,terima kasih sangat bantu mudah percaya keep performance,1,0.9994385838508606,Positive
1004,sangat bantu klo mau pergi,1,0.9817458391189576,Positive
1005,aplikasi sangat jelek mnta buka akun yg beku ga respon klian nlvn bayar yg sangat mahal tele tele,0,0.9999089241027832,Negative
1006,sangat muas ka dgn cmn bntang yg nilai,1,0.6255512833595276,Positive
1007,paylaternya ngeri tiket sdh drefund limit balik cicil jalan terus jadi double cicil dgn booking ganti bukan cuma bunga bayar tp cicil tiket ngotot cuma bunga lg bayar tengah mati cicil penuh bukan bunga tau sorry kcewa bgt bnr gila telat shari lsg tiap menit spam telp trs spnjang hari sory kapok auto delete stlh lunas limit jg trun dr jt jt,0,0.9999282360076904,Negative
1008,sangat mudah banyak bantu terimakasih,0,0.9471946954727172,Negative
1009,mudah guna sangat bantu cari hotel tiket,0,0.994457483291626,Negative
1010,bayar ribet sekarang pake uang sdh top up check out suruh masukin credit card sdh masukin jg mau check out aja metode bayar gak pilih lha aplikasi uang buat apa suruh top up gak refund yg uang,0,0.9999244213104248,Negative
1011,sangat praktis bantu laku jalan,1,0.9995341300964355,Positive
1012,satria hotel nya mjrah bersih rapih,1,0.999788224697113,Positive
1013,list tiket update tiket habis list alhasil kali gagal beli tiket semesta spider man tumpas jahat sini developer jadi musuh nya spiderman,0,0.9999116659164428,Negative
1014,aplikasi tiket sedia sini selalu sdh kosong padahal guna lama,0,0.9998961687088012,Negative
1015,parzan liparta is the best,1,0.9989677667617798,Positive
1016,kartu kredit bca cimb bri permata daftar paylater malah tolak sakit hati ajg,0,0.9998836517333984,Negative
1017,mantab sangat mudah buat transaksi,1,0.9995346069335938,Positive
1018,ui designnya buat bingung segi layan terlalu lambat sesuai moto reschedule laku kurun waktu bulan beres benah seluruh aspek baik segi desain aplikasi lebih mudah nyaman guna sistem layan,0,0.9998749494552612,Negative
1019,kecewa banget layan kemaren persen inap sampe lokasi kata full lalu minta relokasi akhir relokasi inap habis otw inap sebut udah sampe full habis minta relokasi akhir pilih refund aja mana nunggu hari kerja pasti data app inap biar gak jadi kaya gin udah d relokasi hotel kain nyata sampe full hotel mana udah muter muter habisin jam jam,0,0.999915599822998,Negative
1020,harga nya lebih murah dr aplikasi yg metode beli gak ribet,1,0.9929986000061036,Positive
1021,baru pertama coba ksh dulu moga tmbh yahud layan,0,0.999884843826294,Negative
1022,beli tiket apa aja hotel lebih mudah terima kasih,1,0.9996902942657472,Positive
1023,gmna si udah tranfer atm uang malah ga masuk masuk saldo mana udh set jam lebih,0,0.9999227523803712,Negative
1024,bintang kurang dl sampe mndapat bukti lunas paylater yg blm jg dapat hingga detik x unggah bukti bayar lunas paylater kira sdh brlebihan sistem waras,0,0.9998248219490052,Negative
1025,nice experience and good feature,0,0.9998220801353456,Negative
1026,layan yg buruk keluh cust layan baik aplikasi rekomen buat,0,0.9998977184295654,Negative
1027,this app perfect for travelling,1,0.999602735042572,Positive
1028,banyak ulas jelek kena apilkasi user pernah makan hati sistem ribet layan jelek mending pakai aplikasi rekomendasi download,0,0.999930739402771,Negative
1029,service muas tks atas bantu,1,0.9487457871437072,Positive
1030,aplikasi cepat mudah semua mesan genggam,1,0.9930184483528136,Positive
1031,sangat mudah kan beli tiket pesawat,1,0.9996898174285888,Positive
1032,berat bgt ni aplikasi loadingnya lama banyak vitur yg ga perlu deh terakhit pake tahun kemarin enak tuh tp sekarang ga bgt fitur explore segala terus menu utama ga tampilin depan cuman pilih pesawat sama hotel doang pas mau nyari bis loadingnya lama bgt ga muncul sama sekali heran padahal sinyal lancar buat aplikasi jg oke,0,0.999929666519165,Negative
1033,semenjak d ufade tambah lot trus vocer guna sedikit tong dong pihak traviloka kerja sama mudah masyarakat pulang pergi mana aja satu coba kasi harga promo persen murah berapa tahun pakai aplikasi tetap aja gtuw aja,0,0.999479591846466,Negative
1034,harga jangan ubah ubah dong jd males belanja sana klo bs konsisten harga tetap,0,0.999862551689148,Negative
1035,simpel jd gampang pakai aplikasi,1,0.9897364377975464,Positive
1036,sangat mudah guna recomended bnget,0,0.999082088470459,Negative
1037,sangat mudah praktis pesan tiket jalan hotel,1,0.9241464734077454,Positive
1038,daftar paylater tp email dibilinag uda daftar binging deh jd ga bs daftar,0,0.9999343156814576,Negative
1039,mudah flexible harga yg kompetitif,1,0.9996542930603028,Positive
1040,its so wonderfull travelling arround the world,0,0.9991723299026488,Negative
1041,moga hasil kecewa mesan orang tua,0,0.9997957348823548,Negative
1042,kecewa berat order aplikasi waktu checkin kamar full aplikasi refund,0,0.9998939037322998,Negative
1043,buka apps nya lihat baca ajar pesan baik murah semua kaga percaya silah bukti sendiri mulai rendah hingga populer sy suka belanja perlu libur bisnis jalan mau hotel tahan layan baik,1,0.995451033115387,Positive
1044,sekarang buat pesan tiket bioskop,1,0.999466359615326,Positive
1045,moga makin depan makin baik,1,0.9997833371162416,Positive
1046,developer book tiket hotel sangat manfaat terus tingkat fitur kualitas aplikasi,1,0.998835265636444,Positive
1047,sangat bantu diskon harga pantastis,1,0.9997554421424866,Positive
1048,lama maka aplikasi harga tiket jauh lebih mahal banding org rasa tipu,0,0.9998946189880372,Negative
1049,sangatt burukk tranfer lewat virtual akun saldo gak masuk hilang saldo bangsatt,0,0.99993097782135,Negative
1050,sih sekian tahun pakai aja tetiba sekarang aplikasi bukan lelet bahkan ga pakai bukan soal sayang point susah pakai butuh,0,0.9999221563339232,Negative
1051,kreen dg harga masa aktip trmks,0,0.9998862743377686,Negative
1052,pesan tiket harga tera ribu isi bagi bayar langsung tulis harga tiket ubah sy coba x terus bug aplikasi sengaja prank calon konsumen,0,0.9998596906661988,Negative
1053,sangat bantu mudah mesan jalan via udara makasih sukses terus utk mudah masyarakt,1,0.9995908141136168,Positive
1054,wah nyata datang langsung hotel lebih murah cuy,1,0.9997299313545228,Positive
1055,pelayananan respon sangat baik sangat puas harga tawar sangat bagus terimakasih,0,0.9998847246170044,Negative
1056,kok gabisa buka apk nya gmna pdhal udah update,0,0.9998995065689088,Negative
1057,keren banget sih dapet reward,1,0.9998626708984376,Positive
1058,update malah gak bocking tiket pesawat pake tuju terbang pas klik cari harga langsung beranda mula,0,0.9999185800552368,Negative
1059,upaya gabung pitogo rintis sedia layan jalan pi laku wujud,1,0.999846577644348,Positive
1060,aplikasi nya susah buka sulit cari tiket,0,0.9999161958694458,Negative
1061,cepat proses gampang pakai apk nya,1,0.9997445940971376,Positive
1062,masuk data diri tumpang padahal belum,0,0.999924659729004,Negative
1063,sangat bantu keluarga komunitas makin luar biasa,1,0.9998589754104614,Positive
1064,selamat ulang tahun lancar moga ljmit max level,1,0.9994420409202576,Positive
1065,masyaallah aplikasi cepat mudah harga rate hotel kompetitif murah,1,0.9997952580451964,Positive
1066,aplikasi aneh gak konsisten sedia tiket kereta satu akun akun yg beda yg kursi bnyk yg fully booked busuk,0,0.9998924732208252,Negative
1067,biaya tambah yg ga jelas,0,0.9998959302902222,Negative
1068,selamat siang mau tanya update baharu aplikasi lalu vivo appstore update baik google play store,1,0.9253838062286376,Positive
1069,sistem trf nya gak beres transaksi gagal terus,0,0.99993634223938,Negative
1070,bantu nomor lama verifikasi tak pakai nomor lama,0,0.9999165534973145,Negative
1071,is the best for me for a long time,1,0.9997637867927552,Positive
1072,kecewa menu opsi refund guna telpon cs jg alas nomor pesan aktif padahal jelas udah bayar tanggal inap jauh,0,0.9999181032180786,Negative
1073,aplikasi bagus banget beli tiket pesawat pergi mana aja,1,0.9997245669364928,Positive
1074,refund gada jelas udh nanya maskapai kalau memang pihak ni app gada niat hubung maskapai yg me refund parah,0,0.9998769760131836,Negative
1075,jalan jadi banyak mudah terima kasih,1,0.9997952580451964,Positive
1076,mau tanya fitur bioskop nya aplikasi padahal klu kan lebih mudah pesan tiket nonton bioskop,1,0.6287825703620911,Positive
1077,muda han pt nusa travelindo lalau amanah,0,0.9996837377548218,Negative
1078,cepat simple mudah kerja terima kasih,1,0.963705599308014,Positive
1079,gk oke skarang jaring lot dikit aja gk proses suruh coba kabur daahhh,0,0.9999345541000366,Negative
1080,sangat bantu banyak promo nya nice,1,0.9993289709091188,Positive
1081,aplikasi nya mantap cepet mudah,1,0.9988628625869752,Positive
1082,px trveloka bagus lncar pmbyrn jg poko e bagus,1,0.9919439554214478,Positive
1083,sangat mudah bantu dlam beli tiket,1,0.9996801614761353,Positive
1084,mantap treveloka layan online sangat baik,1,0.9888073205947876,Positive
1085,beri mudah jalan banyak promo nya,0,0.993848979473114,Negative
1086,pesan ticket inap hotel nya tolak bekerjasama refund parah,0,0.9999340772628784,Negative
1087,update aplikasi rasa makin lot mau pakai kuota wifi sama,0,0.9998998641967772,Negative
1088,selalu pake kalo mau booking pesawat sangat puas,1,0.9989921450614928,Positive
1089,sangan bantu beli tiket pesan hotel perlu keluar rumah tingkat terus layan,0,0.999482274055481,Negative
1090,semenjak paylater terlalu harap limit ulang ulang acc jadi uninstal ribet soal,0,0.9999370574951172,Negative
1091,kecewa banget biaya refund nya lebih,0,0.999898076057434,Negative
1092,makin kecee dunia baik semua aspek terimakasih,1,0.9997422099113464,Positive
1093,kecewa dgn layan sdh oder hotel sdh laku bayar sdh bukti bayar voucher terbit dgn alas kamar habis jual cek aplikasi nyata msh tawar solusi yg pertama relokasi refund yg relokasi hotel sangat kecewa tawar hotel yg banding dgn hotel yg oder memang kendala aplikasi oknum yg sengaja terbit disalahgunakan,0,0.9998767375946044,Negative
1094,terima kasih maybank ku buat booking,1,0.9987144470214844,Positive
1095,virtual akun bulan eror selalu guna percuma limit nya juta nenghubungi cs percuma baik suruh cek kala udah bulan cek kala tp selesai masalah padahal tiap hari cek kala,0,0.9999289512634276,Negative
1096,ganti nomor hp susah hapus aplikasi g jelas,0,0.9998910427093506,Negative
1097,aplikasi terlalu lambat loading pertama aja bagus lama lambat sekali lebih baik uninstal,0,0.9999279975891112,Negative
1098,keren cepat bgt cuma sayang cari bangku blkg sopir paling depan susah bgt mudah an yg sendiri mau tukeran sy sama ank dua biar gak mabok anak klo depan,0,0.9998772144317628,Negative
1099,kecewa pesan hotel bayar tiba pihak e voucher gagal terbit proses refundnya sd hari kerja konsumen harus proses refund wajib langsung masuk rekening hari karna salah pihak nya customer servicenya solusi,0,0.999916672706604,Negative
1100,terimakasih sangat bantu dapat tiket dg mudah,1,0.9997546076774596,Positive
1101,pesan atw cek tiket kapal kh,0,0.999831199645996,Negative
1102,user friendly sangat mudah refund reschedule,0,0.9999051094055176,Negative
1103,kecewa sama beli tiket cancel sama air asia harga jt masa cuma balik rb kalo cancel terbang balik lah duit kalo gitu cancel aja semua terbang biar makin kaya terbang indonesia makan uang halal,0,0.9998700618743896,Negative
1104,ga pernah masalah utk pesan tiket mauoun hotel mudah guna,0,0.9999123811721802,Negative
1105,transaksi cepat banyak pilih hemat,1,0.9964367151260376,Positive
1106,beberapa kali gak percaya capek beli tiket habis waktu mulai ketidakmampuan beri e tiket padahal bayar sampe molor hari lebih sampe janji reschedule nyata ruwet molor tele urus jadi ribet pake mending beli langsung maskapai nya pihak kereta api nya langsung,0,0.9999384880065918,Negative
1107,sangat bantu sekali terima kasih,1,0.9903709292411804,Positive
1108,sangat kecewa sekali krna kerja sama travelio yg proses nya sangat bagus banyak atur suruh bayar aplikasi tarvelio nya kecewa bngt,0,0.999912977218628,Negative
1109,teman setia dinas luar pulau,1,0.5261915326118469,Positive
1110,sangat gampang via beli tiket pesawat,1,0.9996218681335448,Positive
1111,mudah banyak promo nya very recommended,1,0.999513864517212,Positive
1112,sangat akurat bantu soal jalan inap,1,0.999384880065918,Positive
0,sangat kecewa pesan villa booking suda bayar tolak beli tau an kecewa sekali kecewa sekali,0,0.9999322891235352,Negative
1,tiket paylater aktif semntara tagih ga yg telat,1,0.7424244284629822,Positive
2,kalau siap jual tiket online,1,0.999632716178894,Positive
3,aplikasi buruk pernah gue install gara gara apk busuk kalian sering nge crush pas mau login gue gagal dapet tiket konser agustd gue yakin banget kalian main main sama sistem jual tiket masak iya baru beberapa detik cat sama udh habis emang bener busuk kalian liat aja bntar lg rating apk kalian bkl jd nantangin army kalian,0,0.9999202489852904,Negative
4,sumpah ni aplikasi capek banget booking inap sini sering ketemu harga aplikasi murah pas check in pihak inap selalu minta tambah harga kata sesuai aplikasi minta lah aplikasi buat tertib tu inap kalau perlu jangan iming imingi harga murah aplikasi mana sering nambah hampir harga aplikasi,0,0.9998589754104614,Negative
5,l romadhon bln puasa bln panen baca al quran sedekah taubat minta ampun allih swt svci sawal bin tingkat tahun depan lebih baik thyg lalamiin,1,0.9997513890266418,Positive
6,mantappp sangat bantu awal sangat bantu bayar jg tdk pernah telat semankin lama aplikasi kecewa paylater tdk aktif,0,0.962202250957489,Negative
7,org dzalim jahat busuk curang layan buruk,0,0.9999301433563232,Negative
8,point ga pakai kak mohon bantu tulis verifikasi hp padahal nomor sesuai tera jadi nomor guna akun padahal cuma akun mohon solusi admin,0,0.9999018907546996,Negative
9,fee doang gede sistem nya jelek bgt,0,0.99993634223938,Negative
10,kecewa sistem utama hari proses beli tiket konser server sulit akses transparansi berapa banyak guna antri tambah beberapa menit cat full booked beneran sangat kecewa,0,0.9999396800994872,Negative
11,aplikasi tiket com mantap sangat rekomendasi,1,0.9986674785614014,Positive
12,ga efisien war tiket konser judul udah tulis day day day pas pilih section aja kalender yg nambah effort buat ngescroll makin lama step lanjut,0,0.9987624883651732,Negative
13,layak buat tiketing konser gede,1,0.9989638328552246,Positive
14,gunain pas war tiket agustd bahkan gakebuka sama sekali tiba tiba udh sold kadang pas available tiket gabisa klik servernya baik terimakasih,0,0.9999107122421264,Negative
15,sistem jeleekkkkk fee nya doang gede banget nyari cuan banyak nya tp servernya sampah gabisa masuk sama sekaliiii keluar terus padahal gada problem sama jaring kapok pake app was was sama data pribadi bocor jugaa,0,0.9999420642852784,Negative
16,jelek kembali dana lama skli,0,0.9999406337738036,Negative
17,ujicoba pertama kali moga harga lebih murah aplikasi bayar banyak pilih,1,0.9993129968643188,Positive
18,aplikasi yg sangat mudah segala dlm jalan ku fiturnya lengkap mantap,1,0.9997699856758118,Positive
19,nya booking hotel h hari h minta refund krn event akhir pemberitahuan lebih,0,0.9999212026596068,Negative
20,bagus kok aplikasi sangat bantu proses cepat gk ribet,1,0.99751079082489,Positive
21,parah sen hotel apk sangat profesional kirim jumlah uang nominal lebih lalu pesan proses malah kembali dana proses kembali dana lama sekali kirim uang padahal kan uang hak proses lama sekali hari hari sangat rekomendasi lebih hati hati mes tiket apa,0,0.999908447265625,Negative
22,sistem jelek terlalu gampang buyer heran gue,0,0.9999358654022216,Negative
23,tiket com benar benar complit kini cocok utk semua kalang,1,0.999000370502472,Positive
24,baru pertama pesan tp hasil bagus,1,0.9985468983650208,Positive
25,makasih dah bantu cari hotel harga jangkau,1,0.9968607425689696,Positive
26,teman jdi korban g refund uang padahal yg cancel maskapai recommend,0,0.9999042749404908,Negative
27,fee platform udh gede ngecrash parah kecewa kecewa,0,0.9999308586120604,Negative
28,tolong harga tiket pesawat ringan kan kasi masyarakat bawah rata yg mau jalan jauh kata lebih murah yg,1,0.608922004699707,Positive
29,kalo baca ulas banyak yg kecewa tp jadi penasaran alhamdulillah lancar pesan tiket bayar pake briva lgsg keluar kode boking kasih bintang,1,0.9989744424819946,Positive
30,terima kasih ticket com bantu selesai masalah kemarin responnya sangat baik,1,0.9986959099769592,Positive
31,fitur lengkap pilih bayar lalu e wallet sangat bantu,1,0.9975101947784424,Positive
32,aplikasi jujur tipu banyak orang dasar tipu,0,0.9998241066932678,Negative
33,luar biasa mudah respon cepat,1,0.8790788054466248,Positive
34,punya limit paylater tpi percuma gak pakai,0,0.9999271631240844,Negative
35,banyak promosi nya baik lah,1,0.9993595480918884,Positive
36,aplikasi sangat sangat buruk salah pesan tiket mau reschedule malah suruh nambah padahal belum udah baya nama bukan reschedule lebih jadi jangan mau pake aplikas,0,0.99993097782135,Negative
37,benar aplikasi nya cukup baik jadi salah baik dr system dr usernya admin beri solusi yg baik win win solution baik akun yg level newbie level audah bronze tetep sama aja solusi baik masalah,1,0.9988631010055542,Positive
38,bahagia lho punya aplikasi mudik gak pake bingung bayar bayar bulan ikut cuss lah download rekomended banget,1,0.9985509514808656,Positive
39,support respect sama app semangat karya terus developer,1,0.9998600482940674,Positive
40,suka login sendiri,1,0.9949753284454346,Positive
41,kasih bintang lima ajah kelihatanya bagus coba dulu,1,0.992476522922516,Positive
42,harga hotel suru bayar lg biaya pajak,0,0.9998801946640016,Negative
43,kok laku bayar yah padahal waktu mesan habis,0,0.9999275207519532,Negative
44,paylater sangat bantu tiap transaksi selalu gagal tolak aju,1,0.9846083521842957,Positive
45,jelek banget dah kalau buat war tiket yg high demand masa baru mau masuk aja langsung ga klik pilih tiket loadingnya lama sekali langsung habis liat bgt main nya,0,0.9999449253082277,Negative
46,aplikasi mudah harga lbh murah,1,0.9989367127418518,Positive
47,war tiket kpop tiket ghoib gatau ilang bayar waktu cuma menit restock lama parah restok cuma tiket pas klik tiket udah habis paling aneh sekali dapet udah isi data tinggal payment terang tiket habis ga masuk akal kalo emang udah ordal jual tiket buang buang waktu,0,0.9999319314956664,Negative
48,najis proses refund lama bgt,0,0.9999269247055054,Negative
49,parah sihh nya apk ngelag kayak gitu ga habis thingking coyyy padahal batas payment apk tetep ngelag sampe menit kok aja bulan puasa nyari duit cara ga halal gin nyali gede berani main main sama army wkwkwk mentingin fomo ketimbang real fans terlalu lo minn tiati min udah do ain satu indonesia lo wkwk,0,0.9998985528945924,Negative
50,sampe hotel mau chek in nama cantum jadi gelandang malam profesional,0,0.9994856119155884,Negative
51,sya bayar ticket tdk terbit,0,0.9942129254341124,Negative
52,ngeleg parah waktu nulis tuju baik ui nya ga nyaman parah,0,0.999929428100586,Negative
53,ucap astagfirullah tobat deh lu ,0,0.9998921155929564,Negative
54,aplikasi sedia tiket sepak bola liga indonesia,1,0.9996405839920044,Positive
55,wkatu war tiket suga bener crash ga masuk sama sekali sampe mnt coba terus cat uda habis pes cat horor bangettt ghoib bangett gada prepare sbelemnya buat web maupun aplikasi yg akses se indonesia mungkin memang setting,0,0.999929666519165,Negative
56,sampis hanas we gocap belegug,0,0.999929666519165,Negative
57,jadi platform jual tiket kpop kok main main,0,0.988369345664978,Negative
58,mudah simpel cepat ga pake ribet murah riah,1,0.7640950679779053,Positive
59,udh booking hotel jauh hari tp pas dtg hotel gk kata gk masuk aplikasi milik hotel udh malem capek allah sabar,0,0.9999213218688964,Negative
60,sangat bantu bagus sekali fitur cek in online utk semua maskapai,1,0.9997592568397522,Positive
61,ticket bagus selalu update jelas,1,0.996268630027771,Positive
62,fee konser suga aja minta upgrade servernya gak diupgrade crash parah bom jadwal aja servernya udah down hahaha moga berkah semua pegawai,0,0.9999364614486694,Negative
63,suka banget sama layan custumer service nya,1,0.9998304843902588,Positive
64,harga aplikasi sesuai tempat kasus hotel,0,0.7045813202857971,Negative
65,aku guna setia makin kesini makin buat ku kecewa,0,0.9998599290847778,Negative
66,sangat bantu metode bayar pay later nya,1,0.993868052959442,Positive
67,mudah mesan tiket beri variasi harga info tiket moga depan beri layan lebih baik,1,0.9996259212493896,Positive
68,akhir bayar tiket pake indodana mantap tahan,1,0.999783217906952,Positive
69,apk parah banget asli mau pesan tiket pesawat pas bayar ubah harga jadi beda harga dgn harga awal gk jelass apk beda sama traveloka,0,0.999880313873291,Negative
70,udah langgan order hotel ticket staffnya ramah kalau masalah dgn pesananan hotel nya langsung gercep nanganinnya pokok recommend,1,0.99740868806839,Positive
71,when biaya platform tinggi servernya down terus huuuuh jelek,0,0.9999297857284546,Negative
72,andai rating yg lbh buruk dr gw kasih lbh minus dr biaya aplikasiny aja yg gde apk ny msh crash parah aplg buat war tiket tatacara ny sungguh satsetsatset efisien,0,0.9992274045944214,Negative
73,aplikasi sangat bantu utk cari tiket pesawat dgn harga baik promo diskon nya,1,0.9998412132263184,Positive
74,sedikit saran google map nya baik lokasi inap dg map yg sesuai lebih oke,1,0.9919669032096864,Positive
75,tipu sama pnginapan uda gak penginapanya uang refound,0,0.9999219179153442,Negative
76,aplikasi mantap traveling jadi mudah,1,0.9998284578323364,Positive
77,kuat apa internet pake aplikasi tetep minta coba ncukkk,1,0.9896498918533324,Positive
78,blipay tiba tiba hilang aplikasi padahal uang,0,0.9999310970306396,Negative
79,baik coba dlu baru tau enak apa guna aplikasi nya,0,0.9998443126678468,Negative
80,siap jual live streaming tanding bola,1,0.9997063279151917,Positive
81,aplikasi touring baik pribadi kalau kasih cashback banyak hehehehehe,1,0.9997594952583312,Positive
82,gak efisien utk war tiket konser,0,0.9998675584793092,Negative
83,kaga jelas kait kembali dana bulan maret sekarang tunda terus hubung cs nya susah,0,0.9999343156814576,Negative
84,ngelag tdk muncul huruf cari terminal padahal hp dah restart beberapa menit chace hp jg hapus,0,0.999927282333374,Negative
85,limit non aktif pdhal sy bayar nya selalu tepat waktu,1,0.7537966966629028,Positive
86,eror mau pesan tiket bus malaha gabisa ketik titik berangkat tuju udah bolak balik unistal tetep aja baik,0,0.9999047517776488,Negative
87,mudah cepat jamin harga murah,1,0.9996647834777832,Positive
88,aplikasi jelek seluruh dunia mau refund aja ribet banget pake nunggu lama segala wey uang gue kalian jangan nahan apa yg bukn milik klian,0,0.999864101409912,Negative
89,ui maasih banyak perlu baik flow bikin ribet user effort laku sama double,0,0.9999260902404784,Negative
90,aman ga beli tiket pesawat aplikasi,0,0.9999256134033204,Negative
91,super mantap dah pokok makanya betah pake app,1,0.9988757967948914,Positive
92,kecewa full bayar hotel chek in kamar penuh semua direfund,0,0.9999195337295532,Negative
93,murah banyak diskon cara bayar variasi,1,0.992527723312378,Positive
94,minimal bantuin tinjau proses refund gudfest jangan main lepas tangan aja tanggung jawab jg kan beli tiket kalian,0,0.7532326579093933,Negative
95,mudah n hemat u pmsanan tiket,1,0.999771773815155,Positive
96,rekomended lah aplikasi ni bantu jg,1,0.7651211619377136,Positive
97,kalau siap jangan megang even partai besar aplikasi gk kuat inter jg gk komit kalau banyak mungkin aplikasi curang,0,0.9999338388442992,Negative
98,sangat gampang guna susah customer servicenya sangat bantu fast respon,0,0.9998261332511902,Negative
99,temu tiket pesawat yg murah bayar mudah,1,0.999800741672516,Positive
100,halo team tiket com bayar by paylter mau kapan baik dah bulan lebih baik padahal selalu on time bayar kalau memang g pakai beku aja g usah status aktif makin g jelas php doang,1,0.9939729571342468,Positive
101,platform admin fee k tp ngecrash wkwk gausa nyalahin akses internet speed gue udah maksimal,0,0.9999265670776368,Negative
102,ui ux designnya jelek bgt bayar mahal buat fee aplication buat beli tiket konser tp app nya crash i beg you please consider fixing your app,0,0.9999345541000366,Negative
103,suka mudah percaya rata aplikasi oke banget,1,0.9997056126594543,Positive
104,aplikasi sayang simple gunainnya metode bayar banyak pilih moga makin bagus layan nya,1,0.5711105465888977,Positive
105,tiap cari tiket pesawat selalu terbang jadwal berangkat tera harga pas klik jadwal terbang gimana si,1,0.997204601764679,Positive
106,knp skrg tiap mau payment balik home melulu jdi gantung,0,0.9998834133148192,Negative
107,wah mantappp pakai paylaternya meski ga paham multipaymentnya krn semua limit bulan tahun tetap sama wkwkww,1,0.9991187453269958,Positive
108,kupon diskon nya laku ramah,1,0.9997871518135072,Positive
109,aku ambil tiket pesawat rupa aku tailand aku hotel antares rupa juka keren banget nih minions masuk tiket com,1,0.9997585415840148,Positive
110,apps paling jelek pernah gua temuin tulis nya reschedule refund nyata sama sekali,0,0.9999234676361084,Negative
111,mending mundur jangan ngajuin buat handle tiket konser begini aja curang,0,0.9999285936355592,Negative
112,worsttt worsttt experience bgt ui jelek buat ngewar down bad bad so bad i hope you rooting in hell as well,0,0.9999409914016724,Negative
113,tiket dikeep sendiri fee aja gede tp curang,0,0.9999231100082396,Negative
114,sistem ticketing sangat ancur parah banget padahal fee gede udah mirip sama belah cognitix kualitas service ampas,0,0.9999406337738036,Negative
115,baru pertama guna tiket com nyata lebih murah traveloka banyak promonya terimakasih,1,0.9998083710670472,Positive
116,mantap tiket mahal coba tiket nya murah tiap hari seko pake pesawat wkwwkwkwk,1,0.9998241066932678,Positive
117,app pesan tiket jkt mudah,1,0.997825801372528,Positive
118,murah sekali tiket pesawat nya,0,0.9973536729812622,Negative
119,kek taik gue ga dapet tiket konser gegara serverlu kek taik anj,0,0.999915599822998,Negative
120,paylater yg aktif apa aktif,1,0.9922109842300416,Positive
121,kirain buat bus nyata pesawat sama sewa mobil,1,0.9661487936973572,Positive
122,terimakasih hikmah mohon baik sistem,0,0.9997268319129944,Negative
123,udah bilang gausah macem macem,0,0.9999287128448486,Negative
124,not bad but not good,0,0.9998319149017334,Negative
125,responnya sangat cepat sangat bantu banget knp yaa mau proses bayar selalu ganggu error,0,0.9999221563339232,Negative
126,mau beli tiket suga bom apa aplikasi nya error gilir udah ken lanjut bayar aja ga stuck bayar terus minimal apknya benerin dulu baru gedein biaya platform sama fee mana biaya lebih gede konser percuma biaya platform sama fee gede kalo apk nya ga maximal,0,0.999923825263977,Negative
127,gara elo gue gak nonton konser suga,0,0.9999244213104248,Negative
128,so far solusi yg tawar masalah selalu hasil good job customer care team,1,0.998572826385498,Positive
129,bagusss bgt mudah terus murah,1,0.9996641874313354,Positive
130,keren banget aplikasi nya sangat bantu,1,0.997320830821991,Positive
131,cobain sendiri aja pakai aplikasi rasa alam yg sangat luar biasa booking berangkat jalan jauh tengah jalan kabar villa nya sedang baik booking lg villa yg lewat aplikasi datang malam villa nyata yg nempatin duluan akhir cari hotel ada aja aplikasi yg sangat luar biasa,1,0.9997488856315612,Positive
132,kesel banget nge war tiket masa udh tahap payment malah error,0,0.9999271631240844,Negative
133,sangat bantu mesan tiket pake paylater,1,0.9994003772735596,Positive
134,sumpah gue kesel banget sama lo nya maenin sistem war tiket suga gws deh lo,0,0.999935269355774,Negative
135,mayan lah moga terus baik tahan,1,0.9760695099830629,Positive
136,pas liat harga tgl pas sdh d klik sama,1,0.9990928173065186,Positive
137,mesan gampang harga kompetitif banyak promo,1,0.999360740184784,Positive
138,mau pilih jemput bus malah stuck mulu,0,0.9999319314956664,Negative
139,jelek gak pakai aplikasi nge war tiket aja gak masuk masuk apa apa,0,0.9999281167984008,Negative
140,mantap cepat selalu muas beli lalu m bca fast respon,1,0.7425995469093323,Positive
141,server down padahal mau war tiket konser ditungguin sampe oyot msh eror pdhal bayar fee platform k,0,0.9999274015426636,Negative
142,biaya platform sama adm total k pas waktu war crash mulu gimana sih mahal mahal bayar biaya gituan gajelass,0,0.9999213218688964,Negative
143,pas aku mau bayar selalu bayar akhir,0,0.999908685684204,Negative
144,dlu paylater sangat bantu sekarang ga paylater nya,1,0.8464547395706177,Positive
145,kurang bagus lot sekali pas mau cari bus pesawat sinyal kencang ngebuka apk cepet cuman lot sekali,0,0.9999270439147948,Negative
146,sistem refund cepat gak ribet luar biasa,0,0.9993972778320312,Negative
